Fecha Venta,Año,Semana Venta,Desc Producto,Presentacion,Tipo Producto,Cant. Vendida,Precio de Venta,Venta Total
2022-11-02,2022,18,Uva PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-02,2022,18,Cerveza Andina Lata,473 ml,Cerveza,6,3300.0,19800
2022-11-02,2022,18,Cono Cookies&Cream,,Helados,1,1900.0,1900
2022-11-03,2022,18,Jugo Hit Lulo,500 ml,Jugos,1,2500.0,2500
2022-11-03,2022,18,Dorito Dinamita Faming,,Snack,1,2600.0,2600
2022-11-03,2022,18,Manzana PET,1.5 L,Gaseosa,1,4300.0,4300
2022-11-03,2022,18,Uva PET,1 L,Gaseosa,1,2700.0,2700
2022-11-03,2022,18,Vasito Vainilla,,Helados,1,1200.0,1200
2022-11-03,2022,18,Gomas Trululu Aros,,Dulces,10,200.0,2000
2022-11-03,2022,18,Agua Cristal,600 ml,Agua,7,1200.0,8400
2022-11-03,2022,18,Speed Max Lata,269 ml,Bebidas,3,1600.0,4800
2022-11-03,2022,18,Galletas Chokis,,Galletas,1,1200.0,1200
2022-11-03,2022,18,Galleta Oreo,,Galletas,1,900.0,900
2022-11-03,2022,18,Galleta Cocosette,,Galletas,1,1600.0,1600
2022-11-03,2022,18,Cheesse Tris Queso,42 g,Snack,1,1800.0,1800
2022-11-03,2022,18,Pepsi PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-03,2022,18,Trident Und,,Chicle,3,200.0,600
2022-11-03,2022,18,Agua Cristal Con Gas,600 ml,Agua,2,1500.0,3000
2022-11-03,2022,18,Coca Cola Pet,1.5 L,Gaseosa,1,5000.0,5000
2022-11-03,2022,18,Coca Cola Pet,400 ml,Gaseosa,1,2500.0,2500
2022-11-03,2022,18,Papas Rizada Mayonesa,31 g,Snack,1,2000.0,2000
2022-11-03,2022,18,Pony Malta PET,330 ml,Bebidas,2,2200.0,4400
2022-11-03,2022,18,Jugo Hit Mango,500 ml,Jugos,1,2500.0,2500
2022-11-03,2022,18,Cono Mega Tosty Vainilla,,Helados,1,2500.0,2500
2022-11-03,2022,18,Cono Cookies&Cream,,Helados,1,1900.0,1900
2022-11-03,2022,18,Cheetos Boli Queso 35g,35 g,Snack,1,1800.0,1800
2022-11-03,2022,18,Doritos Mega Queso Paketon,68 g,Snack,1,3500.0,3500
2022-11-03,2022,18,Papas Rizada Limon,31 g,Snack,1,2000.0,2000
2022-11-03,2022,18,Uva PET,1 L,Gaseosa,1,2700.0,2700
2022-11-04,2022,18,Jugo Hit Naranja Piña,500 ml,Jugos,4,2500.0,10000
2022-11-04,2022,18,Gatorade,500 ml,Bebidas,3,3000.0,9000
2022-11-04,2022,18,Agua Cristal,600 ml,Agua,2,1200.0,2400
2022-11-04,2022,18,Chiclets Adams,,Chicle,4,200.0,800
2022-11-04,2022,18,Detodito Limon,50 g,Snack,1,2700.0,2700
2022-11-04,2022,18,Pony Malta PET,330 ml,Bebidas,3,2200.0,6600
2022-11-04,2022,18,Galleta Club Social Original,,Galletas,1,700.0,700
2022-11-04,2022,18,Galletas Ritz,,Galletas,4,600.0,2400
2022-11-04,2022,18,Uva PET,1 L,Gaseosa,2,2700.0,5400
2022-11-04,2022,18,Cheetos Boli Queso 35g,35 g,Snack,1,1800.0,1800
2022-11-04,2022,18,Cheetos Boli Queso 35g,35 g,Snack,1,1800.0,1800
2022-11-04,2022,18,Galleta Oreo,,Galletas,1,900.0,900
2022-11-04,2022,18,Tozineta,25 g,Snack,1,1600.0,1600
2022-11-04,2022,18,Galleta Cocosette,,Galletas,1,1600.0,1600
2022-11-04,2022,18,Paleta Choco Break & Cookies,,Helados,2,2700.0,5400
2022-11-04,2022,18,Gomas Trululu Aros,,Dulces,3,200.0,600
2022-11-04,2022,18,Pepsi PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-04,2022,18,Uva PET,1 L,Gaseosa,1,2700.0,2700
2022-11-04,2022,18,Bretaña Frio Pacl 10oz,10 oz,Gaseosa,1,2200.0,2200
2022-11-04,2022,18,Margarita Limon,35 g,Snack,3,2200.0,6600
2022-11-04,2022,18,Jugo Hit Mango,500 ml,Jugos,1,2500.0,2500
2022-11-04,2022,18,Coca Cola Pet,1.5 L,Gaseosa,1,5000.0,5000
2022-11-04,2022,18,Coca Cola Pet,400 ml,Gaseosa,1,2500.0,2500
2022-11-04,2022,18,Agua Cristal Con Gas,600 ml,Agua,2,1500.0,3000
2022-11-04,2022,18,Trident Pack,,Chicle,1,3200.0,3200
2022-11-04,2022,18,Galletas Chokis,,Galletas,1,1200.0,1200
2022-11-04,2022,18,Doritos Mega Queso Paketon,68 g,Snack,1,3500.0,3500
2022-11-04,2022,18,Mani Moto Natural,48 g,Snack,1,1600.0,1600
2022-11-04,2022,18,Vasito Vainilla,,Helados,2,1200.0,2400
2022-11-04,2022,18,Cono Mega Tosty Vainilla,,Helados,1,2500.0,2500
2022-11-04,2022,18,Paleta BBB Fresa,,Helados,1,1500.0,1500
2022-11-04,2022,18,VIVE 100 REGULAR 380ML,380 ml,Bebidas,1,2500.0,2500
2022-11-05,2022,18,Speed Max Lata,269 ml,Bebidas,1,1600.0,1600
2022-11-05,2022,18,Trident Sandia,,Chicle,3,200.0,600
2022-11-05,2022,18,Detodito Limon,50 g,Snack,1,2700.0,2700
2022-11-05,2022,18,Galleta Cocosette,,Galletas,6,1600.0,9600
2022-11-05,2022,18,Cheetos Boli Queso 35g,35 g,Snack,1,1800.0,1800
2022-11-05,2022,18,Agua Cristal,600 ml,Agua,1,1200.0,1200
2022-11-05,2022,18,Coca Cola Pet,1.5 L,Gaseosa,1,5000.0,5000
2022-11-05,2022,18,VIVE 100 REGULAR 380ML,380 ml,Bebidas,1,2500.0,2500
2022-11-05,2022,18,Agua Cristal Con Gas,600 ml,Agua,4,1500.0,6000
2022-11-05,2022,18,Gatorade,500 ml,Bebidas,1,3000.0,3000
2022-11-05,2022,18,Paleta Choco Break & Cookies,,Helados,2,2700.0,5400
2022-11-05,2022,18,Uva PET,400 ml,Gaseosa,2,1800.0,3600
2022-11-05,2022,18,Coca Cola,3 L,Gaseosa,1,7800.0,7800
2022-11-05,2022,18,Tozineta,25 g,Snack,2,1600.0,3200
2022-11-05,2022,18,Galleta Oreo Regular,54g,Galletas,1,1200.0,1200
2022-11-05,2022,18,Coca Cola Pet,400 ml,Gaseosa,1,2500.0,2500
2022-11-05,2022,18,Gomas Trululu Aros,,Dulces,1,200.0,200
2022-11-05,2022,18,Cono Choco Vainilla,,Helados,2,1900.0,3800
2022-11-05,2022,18,Aguila Lig R 750cc X 16 - 3664,750 ml,Cerveza,4,4500.0,18000
2022-11-05,2022,18,Doritos Mega Queso Familiar,185 g,Snack,1,7000.0,7000
2022-11-05,2022,18,Papas Rizada Mayonesa,31 g,Snack,1,2000.0,2000
2022-11-05,2022,18,Pepsi PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-05,2022,18,Colombiana PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-06,2022,18,VIVE 100 REGULAR 380ML,380 ml,Bebidas,2,2500.0,5000
2022-11-06,2022,18,Agua Cristal Con Gas,600 ml,Agua,2,1500.0,3000
2022-11-06,2022,18,Jugo Hit Mango,500 ml,Jugos,1,2500.0,2500
2022-11-06,2022,18,Gatorade,500 ml,Bebidas,6,3000.0,18000
2022-11-06,2022,18,Pepsi PET,1.5 L,Gaseosa,1,4300.0,4300
2022-11-06,2022,18,Colombiana PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-06,2022,18,Paleta Chupileta Halloween,,Helados,1,1200.0,1200
2022-11-06,2022,18,Paleta con Trozos de Fruta,,Helados,1,2000.0,2000
2022-11-06,2022,18,Cheesse Tris Queso,42 g,Snack,1,1800.0,1800
2022-11-06,2022,18,Papas Rizada Mayonesa,31 g,Snack,1,2000.0,2000
2022-11-06,2022,18,Pepsi PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-06,2022,18,Coca Cola Pet,1.5 L,Gaseosa,1,5000.0,5000
2022-11-06,2022,18,Bretaña Frio Pacl 10oz,10 oz,Gaseosa,1,2200.0,2200
2022-11-06,2022,18,Agua Cristal,600 ml,Agua,1,1200.0,1200
2022-11-06,2022,18,Artesanal Frutos Rojos Relleno,,Helados,1,1800.0,1800
2022-11-07,2022,19,Budweiser NR 269,250 ml,Cerveza,14,2500.0,35000
2022-11-07,2022,19,Naranja PET,400 ml,Gaseosa,2,1800.0,3600
2022-11-07,2022,19,Uva PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-07,2022,19,Agua Cristal Con Gas,600 ml,Agua,3,1500.0,4500
2022-11-07,2022,19,Jugo Hit Mora,500 ml,Jugos,2,2500.0,5000
2022-11-07,2022,19,Coca Cola,3 L,Gaseosa,1,7800.0,7800
2022-11-07,2022,19,Vasito Vainilla,,Helados,1,1200.0,1200
2022-11-07,2022,19,Poker Lta 330cc,330 ml,Cerveza,2,2700.0,5400
2022-11-07,2022,19,Coca Cola Pet,1.5 L,Gaseosa,1,5000.0,5000
2022-11-07,2022,19,Palomitas Caramelo,68 g,Snack,1,1600.0,1600
2022-11-07,2022,19,Coca Cola Pet,400 ml,Gaseosa,2,2500.0,5000
2022-11-07,2022,19,Cheesse Tris Queso,42 g,Snack,1,1800.0,1800
2022-11-07,2022,19,Mani Moto Natural,48 g,Snack,1,1600.0,1600
2022-11-07,2022,19,Cerveza Andina Lata,473 ml,Cerveza,6,3300.0,19800
2022-11-07,2022,19,Jugo Hit Naranja Piña,500 ml,Jugos,1,2500.0,2500
2022-11-07,2022,19,Cheetos Boli Queso 35g,35 g,Snack,1,1800.0,1800
2022-11-07,2022,19,Poker Pura Malta Lta 330cc,330 ml,Cerveza,2,2800.0,5600
2022-11-07,2022,19,Budweiser Lta CO 269,269 ml,Cerveza,2,2700.0,5400
2022-11-07,2022,19,Detodito BBQ,50 g,Snack,1,2700.0,2700
2022-11-07,2022,19,Paleta Chupileta Lengua Fresa,,Helados,1,1500.0,1500
2022-11-07,2022,19,Detodito Mix,50 g,Snack,2,2700.0,5400
2022-11-07,2022,19,Papas Rizada Mayonesa,31 g,Snack,1,2000.0,2000
2022-11-07,2022,19,Paleta con Trozos de Fruta,,Helados,2,2000.0,4000
2022-11-08,2022,19,Galleta Cocosette,,Galletas,2,1600.0,3200
2022-11-08,2022,19,Gatorade,500 ml,Bebidas,1,3000.0,3000
2022-11-08,2022,19,Agua Cristal,600 ml,Agua,2,1200.0,2400
2022-11-08,2022,19,Agua Cristal Con Gas,600 ml,Agua,1,1500.0,1500
2022-11-08,2022,19,Coca Cola Pet,400 ml,Gaseosa,1,2500.0,2500
2022-11-08,2022,19,Gomas Trululu Aros,,Dulces,7,200.0,1400
2022-11-08,2022,19,Galleta Oreo,,Galletas,2,1200.0,2400
2022-11-08,2022,19,Uva PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-08,2022,19,Artesanal Maracuya Relleno,,Helados,1,1800.0,1800
2022-11-08,2022,19,Chiclets Adams,,Chicle,1,200.0,200
2022-11-08,2022,19,Canada Dry Frio Pac,10 oz,Gaseosa,1,2200.0,2200
2022-11-08,2022,19,Galletas Festival Surtidas,,Galletas,2,700.0,1400
2022-11-08,2022,19,Vasito Vainilla,,Helados,3,1200.0,3600
2022-11-08,2022,19,Jugo Hit Mango,500 ml,Jugos,2,2500.0,5000
2022-11-08,2022,19,Paleta BBB Fresa,,Helados,1,1500.0,1500
2022-11-08,2022,19,Jugo Hit Mora,500 ml,Jugos,1,2500.0,2500
2022-11-08,2022,19,Jugo Hit Naranja Piña,500 ml,Jugos,1,2500.0,2500
2022-11-08,2022,19,Tozineta,25 g,Snack,1,1600.0,1600
2022-11-08,2022,19,Coca Cola,3 L,Gaseosa,1,7800.0,7800
2022-11-08,2022,19,Dorito Dinamita Limon,,Snack,1,2600.0,2600
2022-11-08,2022,19,Jugo Hit Lulo,500 ml,Jugos,1,2500.0,2500
2022-11-08,2022,19,Yupi Salado Grande,110 g,Snack,1,3200.0,3200
2022-11-09,2022,19,Galletas Festival Surtidas,,Galletas,1,700.0,700
2022-11-09,2022,19,Natuchips Maduro,38 g,Snack,1,2200.0,2200
2022-11-09,2022,19,Galleta Cocosette,,Galletas,1,1600.0,1600
2022-11-09,2022,19,Chiclets Adams,,Chicle,2,200.0,400
2022-11-09,2022,19,Trident Und,,Chicle,10,200.0,2000
2022-11-09,2022,19,Cono Mega Tosty Vainilla,,Helados,2,2500.0,5000
2022-11-09,2022,19,Gomas Trululu Aros,,Dulces,2,200.0,400
2022-11-09,2022,19,Cono Nucita,,Helados,1,1900.0,1900
2022-11-09,2022,19,Yupi Salado,44 g,Snack,1,1600.0,1600
2022-11-09,2022,19,Mani Moto Natural,48 g,Snack,1,1600.0,1600
2022-11-09,2022,19,Uva PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-09,2022,19,Agua Cristal Con Gas,600 ml,Agua,2,1500.0,3000
2022-11-09,2022,19,Tozineta,25 g,Snack,1,1600.0,1600
2022-11-09,2022,19,Cheetos Trissitos Picantes,40 g,Snack,1,1800.0,1800
2022-11-09,2022,19,Pepsi PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-09,2022,19,Paleta Chupileta Lengua Fresa,,Helados,2,1500.0,3000
2022-11-09,2022,19,Spartan,,Bebidas,1,1600.0,1600
2022-11-10,2022,19,Jugo Hit Mora,500 ml,Jugos,1,2500.0,2500
2022-11-10,2022,19,Galleta Club Social Original,,Galletas,2,700.0,1400
2022-11-10,2022,19,Gomas Trululu Aros,,Dulces,4,200.0,800
2022-11-10,2022,19,Agua Cristal,600 ml,Agua,1,1200.0,1200
2022-11-10,2022,19,Tozineta,25 g,Snack,1,1600.0,1600
2022-11-10,2022,19,Yupi Salado Grande,110 g,Snack,1,3200.0,3200
2022-11-10,2022,19,Cheesse Tris Queso,42 g,Snack,1,1800.0,1800
2022-11-10,2022,19,Uva PET,1 L,Gaseosa,1,2700.0,2700
2022-11-10,2022,19,Galleta Cocosette,,Galletas,1,1600.0,1600
2022-11-10,2022,19,Halls Extra Negro,,Dulces,2,200.0,400
2022-11-10,2022,19,Trident Und,,Chicle,1,200.0,200
2022-11-10,2022,19,Coca Cola,3 L,Gaseosa,1,7800.0,7800
2022-11-10,2022,19,Trident Pack,,Chicle,1,3200.0,3200
2022-11-10,2022,19,Manzana PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-10,2022,19,Detodito Limon,50 g,Snack,2,2700.0,5400
2022-11-10,2022,19,Mani Moto Natural,48 g,Snack,1,1600.0,1600
2022-11-10,2022,19,Sprite,400 ml,Gaseosa,1,2200.0,2200
2022-11-10,2022,19,Galleta Oreo Regular,54g,Galletas,1,1200.0,1200
2022-11-10,2022,19,Coca Cola Pet,1.5 L,Gaseosa,2,5000.0,10000
2022-11-10,2022,19,Agua Cristal Con Gas,600 ml,Agua,2,1500.0,3000
2022-11-10,2022,19,Chiclets Adams,,Chicle,2,200.0,400
2022-11-10,2022,19,Coca Cola Pet,400 ml,Gaseosa,2,2500.0,5000
2022-11-10,2022,19,Margarita Pollo,35 g,Snack,1,2200.0,2200
2022-11-10,2022,19,Canada Dry Frio Pac,10 oz,Gaseosa,1,2200.0,2200
2022-11-11,2022,19,Galleta Club Social Mantequilla,,Galletas,3,700.0,2100
2022-11-11,2022,19,Aguila Lig R 750cc X 16 - 3664,750 ml,Cerveza,1,4500.0,4500
2022-11-11,2022,19,Galleta Cocosette,,Galletas,2,1600.0,3200
2022-11-11,2022,19,Gatorade,500 ml,Bebidas,2,3000.0,6000
2022-11-11,2022,19,Agua Cristal,600 ml,Agua,4,1200.0,4800
2022-11-11,2022,19,Cheesse Tris Queso,42 g,Snack,1,1800.0,1800
2022-11-11,2022,19,Galletas Ritz,,Galletas,1,600.0,600
2022-11-11,2022,19,Pepsi PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-11,2022,19,Papas Rizada Mayonesa,31 g,Snack,1,2000.0,2000
2022-11-11,2022,19,Yupi Salado,44 g,Snack,2,1600.0,3200
2022-11-11,2022,19,Quatro,400 ml,Gaseosa,1,2200.0,2200
2022-11-11,2022,19,Cono Mega Choco Mani,,Helados,1,2500.0,2500
2022-11-11,2022,19,Agua Cristal Con Gas,600 ml,Agua,3,1500.0,4500
2022-11-11,2022,19,Coca Cola Pet,1.5 L,Gaseosa,1,5000.0,5000
2022-11-11,2022,19,Gomas Trululu Aros,,Dulces,3,200.0,600
2022-11-11,2022,19,Jugo Hit Mora,500 ml,Jugos,1,2500.0,2500
2022-11-11,2022,19,Trident Und,,Chicle,2,200.0,400
2022-11-11,2022,19,Chiclets Adams,,Chicle,2,200.0,400
2022-11-11,2022,19,Galleta Oreo Regular,54g,Galletas,5,1200.0,6000
2022-11-11,2022,19,Cerveza Andina Lata,473 ml,Cerveza,6,3300.0,19800
2022-11-11,2022,19,Mani Moto Natural,48 g,Snack,1,1600.0,1600
2022-11-11,2022,19,Naranja PET,1 L,Gaseosa,1,2700.0,2700
2022-11-11,2022,19,Uva PET,1 L,Gaseosa,1,2700.0,2700
2022-11-11,2022,19,Tozineta,25 g,Snack,1,1600.0,1600
2022-11-11,2022,19,Halls Extra Negro,,Dulces,2,200.0,400
2022-11-12,2022,19,Mani Moto Natural,48 g,Snack,1,1600.0,1600
2022-11-12,2022,19,Halls,,Dulces,1,1200.0,1200
2022-11-12,2022,19,Coca Cola,3 L,Gaseosa,1,7800.0,7800
2022-11-12,2022,19,Agua Cristal Con Gas,600 ml,Agua,1,1500.0,1500
2022-11-12,2022,19,Speed Max Lata,269 ml,Bebidas,1,1600.0,1600
2022-11-12,2022,19,Detodito BBQ,50 g,Snack,1,2700.0,2700
2022-11-12,2022,19,Galletas Chokis,,Galletas,2,1200.0,2400
2022-11-12,2022,19,Galleta Club Social Mantequilla,,Galletas,1,700.0,700
2022-11-12,2022,19,Gomas Trululu Aros,,Dulces,1,200.0,200
2022-11-12,2022,19,Galleta Oreo Regular,54g,Galletas,1,1200.0,1200
2022-11-12,2022,19,Gatorade,500 ml,Bebidas,1,3000.0,3000
2022-11-12,2022,19,Agua Brisa 600ml,600 ml,Agua,1,1300.0,1300
2022-11-12,2022,19,Aguila Light RN Bot,330 ml,Cerveza,1,2400.0,2400
2022-11-12,2022,19,Trident Und,,Chicle,7,200.0,1400
2022-11-12,2022,19,Palomitas Caramelo,68 g,Snack,1,1600.0,1600
2022-11-12,2022,19,Paleta Choco Break & Cookies,,Helados,1,2700.0,2700
2022-11-12,2022,19,Aguila Lig Lta 330cc,330 ml,Cerveza,9,3200.0,28800
2022-11-12,2022,19,Budweiser NR 269,250 ml,Cerveza,3,2500.0,7500
2022-11-12,2022,19,Halls Extra Negro,,Dulces,2,200.0,400
2022-11-12,2022,19,Vasito Vainilla,,Helados,3,1200.0,3600
2022-11-14,2022,20,Agua Brisa Litro,1 L,Agua,1,2000.0,2000
2022-11-14,2022,20,Agua Cristal Con Gas,600 ml,Agua,1,1500.0,1500
2022-11-14,2022,20,Aguila Lig R 750cc X 16 - 3664,750 ml,Cerveza,1,4500.0,4500
2022-11-14,2022,20,Pony Malta PET,330 ml,Bebidas,2,2200.0,4400
2022-11-14,2022,20,Natuchips Maduro,38 g,Snack,1,2200.0,2200
2022-11-14,2022,20,Galleta Cocosette,,Galletas,1,1600.0,1600
2022-11-15,2022,20,Galleta Club Social Original,,Galletas,2,700.0,1400
2022-11-15,2022,20,Gatorade,500 ml,Bebidas,2,3000.0,6000
2022-11-15,2022,20,Agua Brisa 600ml,600 ml,Agua,4,1300.0,5200
2022-11-15,2022,20,Yupi Salado,44 g,Snack,1,1600.0,1600
2022-11-15,2022,20,Paleta Choco Break & Cookies,,Helados,1,2700.0,2700
2022-11-15,2022,20,Trident Und,,Chicle,3,200.0,600
2022-11-15,2022,20,Agua Brisa Litro,1 L,Agua,1,2000.0,2000
2022-11-15,2022,20,Uva PET,1 L,Gaseosa,1,2700.0,2700
2022-11-15,2022,20,Agua Cristal Con Gas,600 ml,Agua,2,1500.0,3000
2022-11-15,2022,20,Pepsi PET,1.5 L,Gaseosa,1,4300.0,4300
2022-11-15,2022,20,Galleta Oreo,,Galletas,2,900.0,1800
2022-11-15,2022,20,Jugo Hit Frutas Tropicales,500 ml,Jugos,2,2700.0,5400
2022-11-15,2022,20,Jugo Hit Mora,500 ml,Jugos,1,2700.0,2700
2022-11-15,2022,20,Coca Cola Pet,400 ml,Gaseosa,1,2500.0,2500
2022-11-15,2022,20,Coca Cola Pet,1.5 L,Gaseosa,1,5000.0,5000
2022-11-15,2022,20,Speed Max Lata,269 ml,Bebidas,1,1600.0,1600
2022-11-15,2022,20,Poker Lta 330cc,330 ml,Cerveza,1,3000.0,3000
2022-11-15,2022,20,Jugo Hit Naranja Piña,500 ml,Jugos,1,2700.0,2700
2022-11-15,2022,20,Galleta Oreo Regular,54g,Galletas,1,1200.0,1200
2022-11-15,2022,20,Gomas Trululu Aros,,Dulces,2,200.0,400
2022-11-15,2022,20,Coca Cola,3 L,Gaseosa,1,7800.0,7800
2022-11-15,2022,20,Margarita Pollo,35 g,Snack,1,2200.0,2200
2022-11-16,2022,20,Pepsi PET Black,1 L,Gaseosa,2,2300.0,4600
2022-11-16,2022,20,Colombiana Cero PET,1 L,Gaseosa,1,2300.0,2300
2022-11-16,2022,20,Agua Brisa 600ml,600 ml,Agua,2,1300.0,2600
2022-11-16,2022,20,Cheetos Trissitos Picantes,40 g,Snack,2,1800.0,3600
2022-11-16,2022,20,Yupi Salado,44 g,Snack,1,1600.0,1600
2022-11-16,2022,20,Agua Brisa Litro,1 L,Agua,1,2000.0,2000
2022-11-16,2022,20,Agua Cristal Con Gas,600 ml,Agua,3,1500.0,4500
2022-11-16,2022,20,Pony Malta PET,330 ml,Bebidas,5,2200.0,11000
2022-11-16,2022,20,Cheetos Boli Queso 35g,35 g,Snack,1,1800.0,1800
2022-11-16,2022,20,Cono Nucita,,Helados,2,1900.0,3800
2022-11-16,2022,20,Paleta Chupileta Halloween,,Helados,2,1200.0,2400
2022-11-16,2022,20,Coca Cola Pet,250 ml,Gaseosa,1,2000.0,2000
2022-11-16,2022,20,Coca Cola Pet,1.5 L,Gaseosa,1,5000.0,5000
2022-11-16,2022,20,Galleta Sandwich,,Helados,1,2200.0,2200
2022-11-16,2022,20,Vasito Vainilla,,Helados,1,1200.0,1200
2022-11-16,2022,20,Paleta Choco Break & Cookies,,Helados,1,2700.0,2700
2022-11-16,2022,20,Cono Choco Vainilla,,Helados,1,1900.0,1900
2022-11-16,2022,20,Galletas Chokis,,Galletas,2,1200.0,2400
2022-11-16,2022,20,Palomitas Caramelo,68 g,Snack,1,1600.0,1600
2022-11-16,2022,20,Paleta Chupileta Lengua Fresa,,Helados,1,1500.0,1500
2022-11-16,2022,20,Canada Dry Frio Pac,10 oz,Gaseosa,1,2200.0,2200
2022-11-16,2022,20,Spartan,,Bebidas,1,1600.0,1600
2022-11-16,2022,20,Pepsi PET,2.5 L,Gaseosa,1,4500.0,4500
2022-11-17,2022,20,Agua Cristal Botellon,20 L,Agua,2,11000.0,22000
2022-11-17,2022,20,Agua Brisa 600ml,600 ml,Agua,1,1300.0,1300
2022-11-17,2022,20,Pony Malta PET,330 ml,Bebidas,1,2200.0,2200
2022-11-17,2022,20,Agua Brisa Litro,1 L,Agua,1,2000.0,2000
2022-11-17,2022,20,Doritos Mega Queso Paketon,68 g,Snack,1,3500.0,3500
2022-11-17,2022,20,Naranja PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-17,2022,20,Natuchips Maduro,38 g,Snack,1,2200.0,2200
2022-11-17,2022,20,Galletas Chips Ahoy,,Galletas,1,1200.0,1200
2022-11-17,2022,20,Gomas Trululu Aros,,Dulces,1,200.0,200
2022-11-17,2022,20,Trident Und,,Chicle,4,200.0,800
2022-11-17,2022,20,Chiclets Adams,,Chicle,1,200.0,200
2022-11-17,2022,20,Yupi Salado,44 g,Snack,1,1600.0,1600
2022-11-17,2022,20,Tozineta,25 g,Snack,1,1600.0,1600
2022-11-17,2022,20,Galleta Oreo Regular,54g,Galletas,3,1200.0,3600
2022-11-17,2022,20,Naranja PET,1 L,Gaseosa,1,2700.0,2700
2022-11-17,2022,20,Cono Maxilato,,Helados,2,3500.0,7000
2022-11-17,2022,20,Colombiana PET,1.5 L,Gaseosa,2,4300.0,8600
2022-11-17,2022,20,Coca Cola Pet,1.5 L,Gaseosa,2,5000.0,10000
2022-11-18,2022,20,Trident Und,,Chicle,7,200.0,1400
2022-11-18,2022,20,Gomas Trululu Aros,,Dulces,6,200.0,1200
2022-11-18,2022,20,Agua Brisa Litro,1 L,Agua,2,2000.0,4000
2022-11-18,2022,20,Jugo Hit Mora,500 ml,Jugos,1,2700.0,2700
2022-11-18,2022,20,Agua Brisa 600ml,600 ml,Agua,2,1300.0,2600
2022-11-18,2022,20,Artesanal Maracuya Relleno,,Helados,1,1800.0,1800
2022-11-18,2022,20,Natuchips Verde,38 g,Snack,2,2200.0,4400
2022-11-18,2022,20,Agua Cristal Con Gas,600 ml,Agua,2,1500.0,3000
2022-11-18,2022,20,Halls Extra Negro,,Dulces,2,200.0,400
2022-11-18,2022,20,Cheesse Tris Queso,42 g,Snack,1,1800.0,1800
2022-11-18,2022,20,Coca Cola Pet Sin Azucar,400 ml,Gaseosa,1,2000.0,2000
2022-11-18,2022,20,Cheetos Boli Queso 35g,35 g,Snack,1,1800.0,1800
2022-11-18,2022,20,Coca Cola Pet,400 ml,Gaseosa,1,2500.0,2500
2022-11-18,2022,20,Tozineta,25 g,Snack,1,1600.0,1600
2022-11-18,2022,20,Galleta Oreo Regular,54g,Galletas,1,1200.0,1200
2022-11-18,2022,20,Cono Mega Tosty Vainilla,,Helados,1,2500.0,2500
2022-11-18,2022,20,Paleta Choco Break & Cookies,,Helados,1,2700.0,2700
2022-11-18,2022,20,Yupi Salado,44 g,Snack,1,1600.0,1600
2022-11-18,2022,20,Pepsi PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-18,2022,20,Chiclets Adams,,Chicle,1,200.0,200
2022-11-18,2022,20,Doritos Mega Queso Paketon,68 g,Snack,1,3500.0,3500
2022-11-18,2022,20,Papas Rizada Mayonesa,31 g,Snack,1,2000.0,2000
2022-11-18,2022,20,Margarita Ondulada Mayonesa,35 g,Snack,1,2200.0,2200
2022-11-18,2022,20,Margarita Natural,35 g,Snack,1,2200.0,2200
2022-11-18,2022,20,Naranja PET,400 ml,Gaseosa,1,1800.0,1800
2022-11-18,2022,20,Pony Malta PET,330 ml,Bebidas,2,2200.0,4400
2022-11-18,2022,20,Galleta Sandwich,,Helados,1,2200.0,2200
2022-11-18,2022,20,Aguila Lig R 750cc X 16 - 3664,750 ml,Cerveza,4,4500.0,18000
2022-11-18,2022,20,Vasito Vainilla,,Helados,1,1200.0,1200
2022-11-18,2022,20,Coca Cola Pet,250 ml,Gaseosa,1,,0
2022-11-19,2022,20,Pony Malta PET,330 ml,Bebidas,3,2200.0,6600
2022-11-19,2022,20,Cerveza Andina Lata,473 ml,Cerveza,2,3300.0,6600
2022-11-19,2022,20,Coca Cola Pet,1.5 L,Gaseosa,2,5000.0,10000
2022-11-19,2022,20,Agua Cristal Con Gas,600 ml,Agua,2,1500.0,3000
2022-11-19,2022,20,Trident Und,,Chicle,10,200.0,2000
2022-11-19,2022,20,Gomas Trululu Aros,,Dulces,4,200.0,800
2022-11-19,2022,20,Tozineta,25 g,Snack,1,1600.0,1600
2022-11-19,2022,20,Poker RN Bot,330 ml,Cerveza,1,2200.0,2200
2022-11-19,2022,20,Artesanal Maracuya Relleno,,Helados,2,1800.0,3600
2022-11-19,2022,20,Cheetos Boli Queso 35g,35 g,Snack,1,1800.0,1800
